?-CLAPI_fromagerie_?-CLAPI_fromagerie-10531.894-10534.568;?-CLAPI_fromagerie;?-CLAPI_fromagerie-10531.894-10534.568;merci d'être passé n'oublie pas;;0
?-CLAPI_fromagerie_?-CLAPI_fromagerie-10592.79-10595.995;?-CLAPI_fromagerie;?-CLAPI_fromagerie-10592.79-10595.995;il paraît que la zone économique de belleville sur saône est est très florissante;;0
???-CLAPI_boulangerie_C01_C20_???-CLAPI_boulangerie_C01_C20-1460.027-1460.477;???-CLAPI_boulangerie_C01_C20;???-CLAPI_boulangerie_C01_C20-1460.027-1460.477;aïe;;0
???-CLAPI_montage_meuble_???-CLAPI_montage_meuble-1014.774-1015.175;???-CLAPI_montage_meuble;???-CLAPI_montage_meuble-1014.774-1015.175;ah ouais;;0
???-CLAPI_montage_meuble_???-CLAPI_montage_meuble-1048.319-1049.076;???-CLAPI_montage_meuble;???-CLAPI_montage_meuble-1048.319-1049.076;suis sûre sûr que je;;0
???-CLAPI_montage_meuble_???-CLAPI_montage_meuble-1072.708-1073.002;???-CLAPI_montage_meuble;???-CLAPI_montage_meuble-1072.708-1073.002;hop;;0
???-CLAPI_montage_meuble_???-CLAPI_montage_meuble-1095.625-1096.258;???-CLAPI_montage_meuble;???-CLAPI_montage_meuble-1095.625-1096.258;non y en a plus;;0
???-CLAPI_montage_meuble_???-CLAPI_montage_meuble-1210.382-1211.088;???-CLAPI_montage_meuble;???-CLAPI_montage_meuble-1210.382-1211.088;oh punaise;;0
???-CLAPI_montage_meuble_???-CLAPI_montage_meuble-1289.535-1290.36185645;???-CLAPI_montage_meuble;???-CLAPI_montage_meuble-1289.535-1290.36185645;ah oui alors;;0
???-CLAPI_montage_meuble_???-CLAPI_montage_meuble-1355.6-1356.106;???-CLAPI_montage_meuble;???-CLAPI_montage_meuble-1355.6-1356.106;ah ben;;0
???-CLAPI_montage_meuble_???-CLAPI_montage_meuble-218.783-219.59;???-CLAPI_montage_meuble;???-CLAPI_montage_meuble-218.783-219.59;comme;;0
???-CLAPI_montage_meuble_???-CLAPI_montage_meuble-276.217-276.686;???-CLAPI_montage_meuble;???-CLAPI_montage_meuble-276.217-276.686;allez;;0
???-CLAPI_montage_meuble_???-CLAPI_montage_meuble-318.396-318.768;???-CLAPI_montage_meuble;???-CLAPI_montage_meuble-318.396-318.768;pff;;0
???-CLAPI_montage_meuble_???-CLAPI_montage_meuble-420.112-421.023;???-CLAPI_montage_meuble;???-CLAPI_montage_meuble-420.112-421.023;c'est quoi;;0
???-CLAPI_montage_meuble_???-CLAPI_montage_meuble-459.873-460.223380572;???-CLAPI_montage_meuble;???-CLAPI_montage_meuble-459.873-460.223380572;ah oui;;0
???-CLAPI_montage_meuble_???-CLAPI_montage_meuble-509.084614078-509.315;???-CLAPI_montage_meuble;???-CLAPI_montage_meuble-509.084614078-509.315;et;;0
???-CLAPI_montage_meuble_???-CLAPI_montage_meuble-538.909-539.555;???-CLAPI_montage_meuble;???-CLAPI_montage_meuble-538.909-539.555;ah ouais d'accord;;0
???-CLAPI_montage_meuble_???-CLAPI_montage_meuble-553.209-554.333;???-CLAPI_montage_meuble;???-CLAPI_montage_meuble-553.209-554.333;pourquoi on les voit plus les trucs;;0
???-CLAPI_montage_meuble_???-CLAPI_montage_meuble-593.258-593.614915767;???-CLAPI_montage_meuble;???-CLAPI_montage_meuble-593.258-593.614915767;ok;;0
???-CLAPI_montage_meuble_???-CLAPI_montage_meuble-624.103-625.1;???-CLAPI_montage_meuble;???-CLAPI_montage_meuble-624.103-625.1;six;;0
???-CLAPI_montage_meuble_???-CLAPI_montage_meuble-716.534-718.057;???-CLAPI_montage_meuble;???-CLAPI_montage_meuble-716.534-718.057;des trous de percés;;0
???-CLAPI_montage_meuble_???-CLAPI_montage_meuble-764.261907193-765.937;???-CLAPI_montage_meuble;???-CLAPI_montage_meuble-764.261907193-765.937;ouais ouais;;0
???-CLAPI_montage_meuble_???-CLAPI_montage_meuble-779.396934942-779.699;???-CLAPI_montage_meuble;???-CLAPI_montage_meuble-779.396934942-779.699;merde;;0
???-CLAPI_montage_meuble_???-CLAPI_montage_meuble-802.94642653-804.062;???-CLAPI_montage_meuble;???-CLAPI_montage_meuble-802.94642653-804.062;putain;;0
???-CLAPI_montage_meuble_???-CLAPI_montage_meuble-902.144-902.624;???-CLAPI_montage_meuble;???-CLAPI_montage_meuble-902.144-902.624;merde;;0
???-CLAPI_montage_meuble_???-CLAPI_montage_meuble-946.540-948.108;???-CLAPI_montage_meuble;???-CLAPI_montage_meuble-946.540-948.108;bon ben moi je vais;;0
???-CLAPI_visites_guidees_2_???-CLAPI_visites_guidees_2-190.404-190.597;???-CLAPI_visites_guidees_2;???-CLAPI_visites_guidees_2-190.404-190.597;hm;;0
???-CLAPI_visites_guidees_2_???-CLAPI_visites_guidees_2-2145.071-2145.439;???-CLAPI_visites_guidees_2;???-CLAPI_visites_guidees_2-2145.071-2145.439;sûr;;0
???-CLAPI_visites_guidees_2_???-CLAPI_visites_guidees_2-3052.632-3053.933;???-CLAPI_visites_guidees_2;???-CLAPI_visites_guidees_2-3052.632-3053.933;c'est parfait madame;;0
???-CLAPI_visites_guidees_2_???-CLAPI_visites_guidees_2-679.924-680.675;???-CLAPI_visites_guidees_2;???-CLAPI_visites_guidees_2-679.924-680.675;pourquoi pas;;0
???-CLAPI_visites_guidees_3_???-CLAPI_visites_guidees_3-1200.202-1200.57;???-CLAPI_visites_guidees_3;???-CLAPI_visites_guidees_3-1200.202-1200.57;hm;;0
???-CLAPI_visites_guidees_3_???-CLAPI_visites_guidees_3-1659.445-1660.519;???-CLAPI_visites_guidees_3;???-CLAPI_visites_guidees_3-1659.445-1660.519;saint-louis euh;;0
???-CLAPI_visites_guidees_3_???-CLAPI_visites_guidees_3-1660.848-1661.89284485;???-CLAPI_visites_guidees_3;???-CLAPI_visites_guidees_3-1660.848-1661.89284485;comment i' s'appelle euh;;0
???-CLAPI_visites_guidees_3_???-CLAPI_visites_guidees_3-1662.059-1662.493;???-CLAPI_visites_guidees_3;???-CLAPI_visites_guidees_3-1662.059-1662.493;saint-louis;;0
???-CLAPI_visites_guidees_3_???-CLAPI_visites_guidees_3-1662.493-1662.901;???-CLAPI_visites_guidees_3;???-CLAPI_visites_guidees_3-1662.493-1662.901;saint-louis;;0
???-CLAPI_visites_guidees_3_???-CLAPI_visites_guidees_3-1861.884-1862.254;???-CLAPI_visites_guidees_3;???-CLAPI_visites_guidees_3-1861.884-1862.254;hm hm;;0
???-CLAPI_visites_guidees_3_???-CLAPI_visites_guidees_3-1889.566-1890.015;???-CLAPI_visites_guidees_3;???-CLAPI_visites_guidees_3-1889.566-1890.015;oui;;0
???-CLAPI_visites_guidees_3_???-CLAPI_visites_guidees_3-2087.838-2088.481;???-CLAPI_visites_guidees_3;???-CLAPI_visites_guidees_3-2087.838-2088.481;hm hm;;0
???-CLAPI_visites_guidees_3_???-CLAPI_visites_guidees_3-2094.919-2095.203;???-CLAPI_visites_guidees_3;???-CLAPI_visites_guidees_3-2094.919-2095.203;hm;;0
???-CLAPI_visites_guidees_3_???-CLAPI_visites_guidees_3-2292.687-2292.97;???-CLAPI_visites_guidees_3;???-CLAPI_visites_guidees_3-2292.687-2292.97;hm;;0
???-CLAPI_visites_guidees_3_???-CLAPI_visites_guidees_3-2380.336-2380.833;???-CLAPI_visites_guidees_3;???-CLAPI_visites_guidees_3-2380.336-2380.833;hm;;0
???-CLAPI_visites_guidees_3_???-CLAPI_visites_guidees_3-2441.061-2441.845;???-CLAPI_visites_guidees_3;???-CLAPI_visites_guidees_3-2441.061-2441.845;c'est breton ça;;0
???-CLAPI_visites_guidees_3_???-CLAPI_visites_guidees_3-2887.968-2888.517;???-CLAPI_visites_guidees_3;???-CLAPI_visites_guidees_3-2887.968-2888.517;merci;;0
???-CLAPI_visites_guidees_3_???-CLAPI_visites_guidees_3-632.210-632.451;???-CLAPI_visites_guidees_3;???-CLAPI_visites_guidees_3-632.210-632.451;oui;;0
???-CLAPI_visites_guidees_3_???-CLAPI_visites_guidees_3-897.461-898.013;???-CLAPI_visites_guidees_3;???-CLAPI_visites_guidees_3-897.461-898.013;hm hm;;0
ALB-CLAPI_aperitif_rupture_ALB-CLAPI_aperitif_rupture-1013.938-1022.605;ALB-CLAPI_aperitif_rupture;ALB-CLAPI_aperitif_rupture-1013.938-1022.605;alors après ça peut être celui qui s'occupe des trucs de des trucs de machin mais chacun fasse un truc différent euh avec la la;;0
ALB-CLAPI_aperitif_rupture_ALB-CLAPI_aperitif_rupture-1027.532-1036.49;ALB-CLAPI_aperitif_rupture;ALB-CLAPI_aperitif_rupture-1027.532-1036.49;hm et pis après voir au niveau du du fric et tout enfin voir je sais pas si ça ça s'équilibre ou quoi déjà qu'y en ait pas un qui mette plus que l'autre ou;;0
ALB-CLAPI_aperitif_rupture_ALB-CLAPI_aperitif_rupture-1040.11-1040.462;ALB-CLAPI_aperitif_rupture;ALB-CLAPI_aperitif_rupture-1040.11-1040.462;hm;;0
