c82100b0a716-de_c82100b0a716;c82100b0a716-de;c82100b0a716;In der Redaktion sind alle damit beschäftigt, die nächste Sensation zu jagen.;;0
c8211d75cb4b-de_c8211d75cb4b;c8211d75cb4b-de;c8211d75cb4b;Ohne Tischdecke ließe sich der Tisch wunderbar abwischen.;;0
c82175d4e6b9-de_c82175d4e6b9;c82175d4e6b9-de;c82175d4e6b9;Das Personal ist hier aber wirklich aufdringlich.;;0
c8217fb86e55-de_c8217fb86e55;c8217fb86e55-de;c8217fb86e55;Lilongwe ist die Hauptstadt von Malawi.;;0
c822b7b162f1-de_c822b7b162f1;c822b7b162f1-de;c822b7b162f1;Satzzeichen retten Leben und Ehen, die Beispiele dafür sind hinlänglich bekannt.;;0
c822e2ed2271-de_c822e2ed2271;c822e2ed2271-de;c822e2ed2271;Warum sind diese Leute so obrigkeitshörig?;;0
c822e51f5660-de_c822e51f5660;c822e51f5660-de;c822e51f5660;Aber psst, das ist geheim.;;0
c82353a32898-de_c82353a32898;c82353a32898-de;c82353a32898;Die Havarie wird ein juristisches Nachspiel haben.;;0
c823c7791e44-de_c823c7791e44;c823c7791e44-de;c823c7791e44;Ein Kind aus der Klasse ist versetzungsgefährdet.;;0
c82468342c77-de_c82468342c77;c82468342c77-de;c82468342c77;Laut surrend hob die Drohne ab.;;0
c824e2c1dc5f-de_c824e2c1dc5f;c824e2c1dc5f-de;c824e2c1dc5f;Der Tunnelbau wird vom Bund mit einhundert Millionen Euro bezuschusst.;;0
c8250512aad1-de_c8250512aad1;c8250512aad1-de;c8250512aad1;Kartesische Koordinaten sind hierfür schlecht geeignet.;;0
c8256bf46a5f-de_c8256bf46a5f;c8256bf46a5f-de;c8256bf46a5f;Der Albtraum eines jeden Autofahrers!;;0
c826e2c3feca-de_c826e2c3feca;c826e2c3feca-de;c826e2c3feca;Dazu wird sich meine Mandantin nicht äußern.;;0
c8273ad747be-de_c8273ad747be;c8273ad747be-de;c8273ad747be;Für Wiederholungsfehler werden keine Punkte abgezogen.;;0
c8282e99327e-de_c8282e99327e;c8282e99327e-de;c8282e99327e;Guck mal, wie alle zum Rhythmus abgehen.;;0
c82864ccbda6-de_c82864ccbda6;c82864ccbda6-de;c82864ccbda6;Nieser sollte man nicht unterdrücken, sondern rauslassen.;;0
c828d316e0d0-de_c828d316e0d0;c828d316e0d0-de;c828d316e0d0;Wikipedia hat mit einem Autorenschwund zu kämpfen.;;0
c82a49ee23d0-de_c82a49ee23d0;c82a49ee23d0-de;c82a49ee23d0;Momentan erinnert mein Fahrrad beim Bremsen an einen Güterzug.;;0
c82a6fcc6c6d-de_c82a6fcc6c6d;c82a6fcc6c6d-de;c82a6fcc6c6d;Weil Hannes zu spät aufgestanden war, schaffte er es nicht mehr, sich zu rasieren.;;0
c82b1b199b23-de_c82b1b199b23;c82b1b199b23-de;c82b1b199b23;Ende gut, alles gut.;;0
c82c34e15e47-de_c82c34e15e47;c82c34e15e47-de;c82c34e15e47;Man kann das Additionstheorem auch umgekehrt anwenden.;;0
c82ce340eb9f-de_c82ce340eb9f;c82ce340eb9f-de;c82ce340eb9f;Das ist ein Molekül aus drei Sauerstoffatomen.;;0
c82e4ff5b36d-de_c82e4ff5b36d;c82e4ff5b36d-de;c82e4ff5b36d;Suche Flüge nach Madrid.;;0
c82e57ce13b8-de_c82e57ce13b8;c82e57ce13b8-de;c82e57ce13b8;Das haben wir gleich.;;0
c82eabe52d07-de_c82eabe52d07;c82eabe52d07-de;c82eabe52d07;Du bist ein Feigling!;;0
c82ecee0c78f-de_c82ecee0c78f;c82ecee0c78f-de;c82ecee0c78f;Zwischen der theoretischen Vorhersage und dem experimentellen Nachweis von Gravitationswellen vergingen etwa hundert Jahre.;;0
c82f4d511fe9-de_c82f4d511fe9;c82f4d511fe9-de;c82f4d511fe9;Am Wochenende hat es wieder Randale gegeben.;;0
c82f790dd3b1-de_c82f790dd3b1;c82f790dd3b1-de;c82f790dd3b1;Es wäre für alle hilfreich, wenn wir weniger emotional an das Thema herangingen.;;0
c82f88e2f2da-de_c82f88e2f2da;c82f88e2f2da-de;c82f88e2f2da;Am Ufer haben die zwei eine Flaschenpost gefunden.;;0
c82f97db2e5c-de_c82f97db2e5c;c82f97db2e5c-de;c82f97db2e5c;Der Kraftstofffilter ist vollkommen verstopft.;;0
c830fd2517b6-de_c830fd2517b6;c830fd2517b6-de;c830fd2517b6;Uns bleibt nur eine kurze Zeit, dann sind sie zur Gewalt bereit.;;0
c831471c244e-de_c831471c244e;c831471c244e-de;c831471c244e;Bei niedrigen Geschwindigkeiten sind Elektroautos nahezu unhörbar.;;0
c831d9f39b9d-de_c831d9f39b9d;c831d9f39b9d-de;c831d9f39b9d;Lukas kommt langsam in den Stimmbruch.;;0
c831e93220d3-de_c831e93220d3;c831e93220d3-de;c831e93220d3;Mit Spracherkennungssoftware ginge dies auch anders.;;0
c831fd4a9f65-de_c831fd4a9f65;c831fd4a9f65-de;c831fd4a9f65;Wieso wird so viel Wirbel um nichts gemacht?;;0
c8337b05dc4f-de_c8337b05dc4f;c8337b05dc4f-de;c8337b05dc4f;Was ist achtundzwanzig geteilt durch sieben?;;0
c833a23f5b01-de_c833a23f5b01;c833a23f5b01-de;c833a23f5b01;Jetzt spiel hier nicht den Suppenkasper.;;0
c833d645143e-de_c833d645143e;c833d645143e-de;c833d645143e;Wer nicht selbst entscheidet, für den entscheiden andere.;;0
c833d7c0e3fd-de_c833d7c0e3fd;c833d7c0e3fd-de;c833d7c0e3fd;Die Roboter arbeiten ohnehin so präzise, dass man keinen Unterschied in der Qualität feststellen kann.;;0
c83452b6b613-de_c83452b6b613;c83452b6b613-de;c83452b6b613;Gebt einander ein Zeichen des Friedens.;;0
c8346c12dddd-de_c8346c12dddd;c8346c12dddd-de;c8346c12dddd;Haben Maschinen Gefühle?;;0
c83470bd629d-de_c83470bd629d;c83470bd629d-de;c83470bd629d;Durch seine glaubhafte Betonung haucht er den Geschichten Leben ein.;;0
c83487153059-de_c83487153059;c83487153059-de;c83487153059;Für viele ist Europa das Paradies auf Erden.;;0
c8348f29a9e0-de_c8348f29a9e0;c8348f29a9e0-de;c8348f29a9e0;Dieses diabolische Grinsen sagt alles.;;0
c834b5876107-de_c834b5876107;c834b5876107-de;c834b5876107;Mit einer Schweißbrille beobachtete er die Sonnenfinsternis.;;0
c835478f1d4e-de_c835478f1d4e;c835478f1d4e-de;c835478f1d4e;Das ist sonst gar nicht ihre Art.;;0
c835bf92d6a8-de_c835bf92d6a8;c835bf92d6a8-de;c835bf92d6a8;Man wächst mit seinen Aufgaben.;;0
c835c202dd35-de_c835c202dd35;c835c202dd35-de;c835c202dd35;Der tote Winkel ist so groß, dass selbst der Mond darin verschwinden kann.;;0
c836091c3725-de_c836091c3725;c836091c3725-de;c836091c3725;Jedes Mal schätzt die Waschmaschine die benötigte Zeit zu pessimistisch.;;0
c8369df36717-de_c8369df36717;c8369df36717-de;c8369df36717;Im Gegensatz zu den Passagieren konnte sich die Crew retten.;;0
c837eb6098a9-de_c837eb6098a9;c837eb6098a9-de;c837eb6098a9;Ich habe alles im Griff.;;0
c83804f5d58a-de_c83804f5d58a;c83804f5d58a-de;c83804f5d58a;Im Mittelalter hat man Dieben die Finger abgetrennt.;;0
c83957809abe-de_c83957809abe;c83957809abe-de;c83957809abe;Der Hefeteig wird ein paar Stunden brauchen.;;0
c839aeef8e9d-de_c839aeef8e9d;c839aeef8e9d-de;c839aeef8e9d;Bitte bewahren Sie die Arzneimittel für Kinder unzugänglich auf.;;0
c83aa26f7c20-de_c83aa26f7c20;c83aa26f7c20-de;c83aa26f7c20;Die Kollision mit der Fensterscheibe hat meist schwere Verletzungen zur Folge.;;0
c83aa809d63d-de_c83aa809d63d;c83aa809d63d-de;c83aa809d63d;Kannst du das?;;0
c83aba97750a-de_c83aba97750a;c83aba97750a-de;c83aba97750a;Schnuffi muss erst noch sein Revier markieren.;;0
c83c6c392a03-de_c83c6c392a03;c83c6c392a03-de;c83c6c392a03;Hinterher ist man immer schlauer.;;0
c83ca904b52d-de_c83ca904b52d;c83ca904b52d-de;c83ca904b52d;In Duisburg kann man heute noch alte Hochöfen aus den Siebzigern besichtigen.;;0
c83d05ff7ff3-de_c83d05ff7ff3;c83d05ff7ff3-de;c83d05ff7ff3;Manchmal möchte ich die Zeit einfach zurückdrehen.;;0
c83d4d215763-de_c83d4d215763;c83d4d215763-de;c83d4d215763;Vor dem Kindergarten steht eine alte Kastanie.;;0
c83d5a7f528e-de_c83d5a7f528e;c83d5a7f528e-de;c83d5a7f528e;Als Glücksbringer hatte Ken sich ein Hufeisen in seinem Wagen vor den Beifahrersitz geklebt.;;0
c83f1cf53758-de_c83f1cf53758;c83f1cf53758-de;c83f1cf53758;Welche Stücke sind verfügbar?;;0
c83f468d36bd-de_c83f468d36bd;c83f468d36bd-de;c83f468d36bd;Grönland ist die größte Insel der Erde.;;0
c83f59b14f4e-de_c83f59b14f4e;c83f59b14f4e-de;c83f59b14f4e;Dublin ist die Hauptstadt von Irland.;;0
c83f741994cf-de_c83f741994cf;c83f741994cf-de;c83f741994cf;Ich möchte ein Ticket nach Erfurt kaufen;;0
c83fc6928634-de_c83fc6928634;c83fc6928634-de;c83fc6928634;Wie lange läuft die Waschmaschine noch?;;0
c84002c50603-de_c84002c50603;c84002c50603-de;c84002c50603;Was aber, wenn die Verteilung multimodal ist?;;0
c84076f473e2-de_c84076f473e2;c84076f473e2-de;c84076f473e2;Nick sprudelte vor Ideen.;;0
c84109d2fb1e-de_c84109d2fb1e;c84109d2fb1e-de;c84109d2fb1e;Nein, aber eine Pinzette.;;0
c8419be499dd-de_c8419be499dd;c8419be499dd-de;c8419be499dd;Der Unterschied zwischen Tomographie und Projektion lässt sich am einfachsten grafisch erklären.;;0
c841b86cd6f0-de_c841b86cd6f0;c841b86cd6f0-de;c841b86cd6f0;Wir kaufen die Tannenzweige immer so und binden den Kranz selber.;;0
c8423dde04eb-de_c8423dde04eb;c8423dde04eb-de;c8423dde04eb;Darauf gebe ich dir mein Wort.;;0
c84327db449f-de_c84327db449f;c84327db449f-de;c84327db449f;Garagentor öffnen!;;0
c843509cf7a2-de_c843509cf7a2;c843509cf7a2-de;c843509cf7a2;Lass uns doch einfach etwas chillen.;;0
c843d67177ed-de_c843d67177ed;c843d67177ed-de;c843d67177ed;An Sonn- und Feiertagen haben die Läden geschlossen.;;0
c843ff70b223-de_c843ff70b223;c843ff70b223-de;c843ff70b223;Ach, das macht doch nichts.;;0
c8448b1747e4-de_c8448b1747e4;c8448b1747e4-de;c8448b1747e4;Bei uns ist das Alltag.;;0
c8449c0d275a-de_c8449c0d275a;c8449c0d275a-de;c8449c0d275a;Die stammen noch von früher.;;0
c844b7f45c4d-de_c844b7f45c4d;c844b7f45c4d-de;c844b7f45c4d;Schon gut gemeinte Verbesserungsvorschläge werden teils als aufmüpfig gewertet.;;0
c8457cc52e03-de_c8457cc52e03;c8457cc52e03-de;c8457cc52e03;Ist das Internet kaputt?;;0
c845ca575adc-de_c845ca575adc;c845ca575adc-de;c845ca575adc;Ich frage mich, ob neuronale Netze zur Spracherkennung beim Träumen anfangen zu sprechen.;;0
c846439a25bc-de_c846439a25bc;c846439a25bc-de;c846439a25bc;Das ist doch absolut lächerlich!;;0
c847cc7ee2f9-de_c847cc7ee2f9;c847cc7ee2f9-de;c847cc7ee2f9;Die dümmsten Fragen kommen mal wieder von den Lehrämtlern, die sich als schlechte Schüler erwiesen haben.;;0
c84891e26ffb-de_c84891e26ffb;c84891e26ffb-de;c84891e26ffb;Joachim lispelt etwas.;;0
c848b4318110-de_c848b4318110;c848b4318110-de;c848b4318110;Ein Hohlspiegel fokussiert das Sonnenlicht auf einen kleinen Kessel.;;0
c848d5019ece-de_c848d5019ece;c848d5019ece-de;c848d5019ece;Maren hat aus Notwehr gehandelt.;;0
c848de9f477b-de_c848de9f477b;c848de9f477b-de;c848de9f477b;Das letzte Level ist einfach.;;0
c848fe77ed50-de_c848fe77ed50;c848fe77ed50-de;c848fe77ed50;Radio einschalten.;;0
c84980dc4c28-de_c84980dc4c28;c84980dc4c28-de;c84980dc4c28;Alles merken.;;0
c84a55448284-de_c84a55448284;c84a55448284-de;c84a55448284;Vientiane ist die Hauptstadt von Laos.;;0
c84a647cccb5-de_c84a647cccb5;c84a647cccb5-de;c84a647cccb5;Sie hält Tarek für einen Schwächling.;;0
c84a8336f36e-de_c84a8336f36e;c84a8336f36e-de;c84a8336f36e;Bern ist der Regierungssitz der Schweiz.;;0
c84b8c861ce8-de_c84b8c861ce8;c84b8c861ce8-de;c84b8c861ce8;Wo liegt Bayreuth?;;0
c84bbd66f334-de_c84bbd66f334;c84bbd66f334-de;c84bbd66f334;Ohne Schaltplan wird die Arbeit Stunden dauern.;;0
c84bc8725dee-de_c84bc8725dee;c84bc8725dee-de;c84bc8725dee;Erich möchte teilnehmen.;;0
c84be4a7a399-de_c84be4a7a399;c84be4a7a399-de;c84be4a7a399;Es ist ungeheuerlich, wie schnell Birgit neue Kontakte knüpft.;;0
c84d31e20e52-de_c84d31e20e52;c84d31e20e52-de;c84d31e20e52;Aber echte Camper sitzen auf dem Boden oder auf Baumstämmen.;;0
c84dc5f3aabb-de_c84dc5f3aabb;c84dc5f3aabb-de;c84dc5f3aabb;Wie sollen wir aus diesem Irrgarten nur herausfinden?;;0
c84ee0980590-de_c84ee0980590;c84ee0980590-de;c84ee0980590;Ich könnte eine Mitfahrgelegenheit nach München anbieten;;0
c84f26d91f3f-de_c84f26d91f3f;c84f26d91f3f-de;c84f26d91f3f;Sandra hörte das Klingeln nicht, weil sie sich mit lauter Musik über ihre Kopfhörer zudröhnte.;;0
c84ff82903a4-de_c84ff82903a4;c84ff82903a4-de;c84ff82903a4;Füg das Lied bitte zur Wiedergabeliste hinzu.;;0
c8500775bcfc-de_c8500775bcfc;c8500775bcfc-de;c8500775bcfc;Jetzt habe ich wirklich Kohldampf.;;0
c8500ede34fc-de_c8500ede34fc;c8500ede34fc-de;c8500ede34fc;Es fällt ihm schwer, sich für längere Zeit auf eine Sache zu konzentrieren.;;0
c8502d47e486-de_c8502d47e486;c8502d47e486-de;c8502d47e486;Weil keine Funktion Seiteneffekte hat, lassen sie sich problemlos parallelisieren.;;0
c850c34fcd03-de_c850c34fcd03;c850c34fcd03-de;c850c34fcd03;Der Aufsatz enthält viele Zeichenfehler.;;0
c850fe259f83-de_c850fe259f83;c850fe259f83-de;c850fe259f83;Das macht dann vier Euro und zweiundfünfzig Cent.;;0
c8512033cd61-de_c8512033cd61;c8512033cd61-de;c8512033cd61;Von der Küstenstadt aus ritten sie weiter ins Landesinnere.;;0
c851c404c62f-de_c851c404c62f;c851c404c62f-de;c851c404c62f;Der Kampfradler besteht auf seine Vorfahrt.;;0
c85352d41c3e-de_c85352d41c3e;c85352d41c3e-de;c85352d41c3e;Alle nehmen die Rolltreppe, obwohl die normale Treppe daneben frei ist.;;0
c854445f7b61-de_c854445f7b61;c854445f7b61-de;c854445f7b61;Bridgetown ist die Hauptstadt von Barbados.;;0
c8550acb86f1-de_c8550acb86f1;c8550acb86f1-de;c8550acb86f1;Sechshundert Jahre nach Gründung war die Zahl der Baustellen in der Stadt am größten.;;0
c8551575791b-de_c8551575791b;c8551575791b-de;c8551575791b;Ich denke das Risiko können wir in Kauf nehmen, urteilte Ulrike.;;0
c8559e345b49-de_c8559e345b49;c8559e345b49-de;c8559e345b49;Es gibt derzeit nichts zu tun.;;0
c855d9518af3-de_c855d9518af3;c855d9518af3-de;c855d9518af3;Identifizieren Sie sich.;;0
c85665683432-de_c85665683432;c85665683432-de;c85665683432;Jetzt sind wir an dem Punkt angelangt, wo es sich nicht mehr rentiert.;;0
c8570bf82b68-de_c8570bf82b68;c8570bf82b68-de;c8570bf82b68;Das Büro von Frau Prinz befindet sich in der dritten Etage.;;0
